Customer ID,Churn,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Location ID,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Zip Code Population,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score
8466-PZBLH,No,Male,32,No,No,Yes,Yes,3,YUYGES2177,United States,California,Descanso,91916,"32.912664, -116.635387",32.912664,-116.635387,1587,1,Q3,Yes,10,67,,Yes,11.31,Yes,Yes,Fiber Optic,57,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,104.6,6885.75,0.0,0,757.77,7643.52,3
9614-RMGHA,Yes,Male,29,Yes,No,Yes,No,0,CBIZMU7485,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,No,0,65,,Yes,36.75,Yes,Yes,Fiber Optic,73,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.85,5940.85,0.0,0,2388.75,8329.6,3
8735-IJJEG,No,Male,27,Yes,No,Yes,No,0,TWBDPR6341,United States,California,Guatay,91931,"32.857946, -116.561917",32.857946,-116.561917,796,1,Q3,Yes,6,14,,Yes,4.05,No,Yes,DSL,59,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.2,668.85,0.0,0,56.699999999999996,725.5500000000001,3
0564-MUUQK,No,Female,28,Yes,No,Yes,Yes,2,JIFXTR2265,United States,California,Imperial Beach,91932,"32.579134, -117.119009",32.579134,-117.119009,26662,1,Q3,Yes,5,20,,Yes,38.71,Yes,Yes,Fiber Optic,48,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.5,1916.2,0.0,0,774.2,2690.4,3
5054-IEXZT,Yes,Male,41,No,No,No,No,0,YLVBEP4851,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,No,0,1,,Yes,32.82,No,Yes,Fiber Optic,21,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.35,75.35,0.0,10,32.82,118.16999999999999,3
5834-ASPWA,Yes,Male,55,No,No,No,No,0,ZSDIEP6866,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,No,0,1,,Yes,11.58,Yes,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.45,75.45,0.0,0,11.58,87.03,3
0701-RFGFI,No,Female,56,No,No,Yes,Yes,6,OEZUII3381,United States,California,La Mesa,91941,"32.759327, -116.99726",32.759327,-116.99726,44652,1,Q3,Yes,6,49,Offer B,Yes,8.18,Yes,Yes,Fiber Optic,53,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.4,4613.95,0.0,0,400.82,5014.7699999999995,5
0019-EFAEP,No,Female,32,No,No,No,No,0,EKWNGQ2388,United States,California,La Mesa,91942,"32.782501, -117.01611",32.782501,-117.01611,24005,1,Q3,No,0,72,Offer A,Yes,2.25,Yes,Yes,Fiber Optic,16,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,101.3,7261.25,0.0,0,162.0,7423.25,3
5619-PTMIK,No,Female,25,Yes,No,Yes,No,0,AXANRN5353,United States,California,Lemon Grove,91945,"32.733564, -117.033713",32.733564,-117.033713,24961,1,Q3,Yes,1,46,Offer B,Yes,44.74,Yes,Yes,DSL,82,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,53.1,2459.8,0.0,0,2058.04,4517.84,3
3737-XBQDD,No,Male,57,No,No,No,No,0,ATZQLQ4653,United States,California,Mount Laguna,91948,"32.830852, -116.444601",32.830852,-116.444601,81,1,Q3,No,0,24,Offer C,Yes,13.13,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.85,2048.8,0.0,80,315.12,2443.92,4
5882-CMAZQ,No,Female,52,No,No,Yes,Yes,2,KOEAYI9142,United States,California,National City,91950,"32.67102, -117.095235",32.67102,-117.095235,62355,1,Q3,Yes,9,5,,No,0.0,No,Yes,DSL,19,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,34.25,163.55,0.0,0,0.0,163.55,5
5846-QFDFI,No,Female,21,Yes,No,Yes,Yes,1,QMCGON2859,United States,California,Pine Valley,91962,"32.800671, -116.483363",32.800671,-116.483363,1604,1,Q3,Yes,6,33,Offer C,Yes,11.01,Yes,Yes,Fiber Optic,73,No,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,88.6,2888.7,0.0,0,363.33,3252.0299999999997,3
4445-KWOKW,No,Female,23,Yes,No,No,No,0,ERSDDU2864,United States,California,Potrero,91963,"32.619465, -116.593605",32.619465,-116.593605,905,1,Q3,No,0,42,Offer B,Yes,29.44,Yes,Yes,Cable,41,Yes,Yes,No,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,60.15,2421.6,0.0,0,1236.48,3658.08,3
3511-APPBJ,No,Male,21,Yes,No,No,No,0,QEIBFY5362,United States,California,Spring Valley,91977,"32.726627, -116.994608",32.726627,-116.994608,56100,1,Q3,No,0,23,,Yes,41.94,No,Yes,Fiber Optic,30,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.95,2292.75,0.0,0,964.6199999999999,3257.37,3
7967-HYCDE,No,Male,26,Yes,No,No,No,0,VQOMXV9175,United States,California,Spring Valley,91978,"32.730264, -116.950963",32.730264,-116.950963,7863,1,Q3,No,0,8,Offer E,Yes,41.93,No,Yes,Fiber Optic,59,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,70.7,553.4,0.0,0,335.44,888.8399999999999,5
2430-RRYUW,No,Male,32,No,No,No,No,0,KWDGIN9496,United States,California,Tecate,91980,"32.587557, -116.636816",32.587557,-116.636816,91,1,Q3,No,0,66,Offer A,Yes,11.56,No,Yes,DSL,30,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Mailed Check,54.8,3465.7,0.0,0,762.96,4228.66,4
3948-XHGNA,Yes,Male,35,No,No,No,No,0,UBTKFC8132,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,No,0,24,,Yes,14.39,No,Yes,DSL,28,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,1210.4,0.0,0,345.36,1555.7600000000002,1
3723-BFBGR,No,Male,74,No,Yes,No,No,0,DGWONP8957,United States,California,Borrego Springs,92004,"33.200369, -116.192313",33.200369,-116.192313,2863,1,Q3,No,0,24,,Yes,8.66,Yes,Yes,Cable,27,No,Yes,No,No,No,No,No,No,Two Year,No,Credit Card,54.8,1291.3,0.0,110,207.84,1609.1399999999999,5
0565-IYCGT,Yes,Male,51,No,No,No,No,0,PFQHAH8871,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,No,0,69,Offer A,Yes,29.38,Yes,Yes,DSL,9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,78.6,5356.45,0.0,0,2027.22,7383.67,1
5447-WZAFP,No,Female,22,Yes,No,No,No,0,QFXZBJ3416,United States,California,Carlsbad,92008,"33.148116, -117.306043",33.148116,-117.306043,35582,1,Q3,No,0,53,Offer B,Yes,8.33,No,Yes,Fiber Optic,73,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,100.3,5200.8,0.0,0,441.49,5642.29,4
5110-CHOPY,No,Female,61,No,No,No,No,0,IRCAGO8368,United States,California,Carlsbad,92009,"33.098018, -117.258203",33.098018,-117.258203,43161,1,Q3,No,0,60,,No,0.0,No,Yes,Cable,4,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,53.6,3237.05,0.0,0,0.0,3237.05,3
5445-UTODQ,Yes,Female,35,No,No,Yes,No,0,FFXECO8698,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,Yes,1,7,,Yes,11.58,No,Yes,Fiber Optic,27,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.1,576.65,0.0,0,81.06,657.71,2
4425-OWHWB,No,Female,32,No,No,No,No,0,KXPWZG3771,United States,California,El Cajon,92019,"32.785165, -116.862648",32.785165,-116.862648,40995,1,Q3,No,0,20,,Yes,10.9,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.35,433.75,0.0,0,218.0,651.75,5
7892-QVYKW,No,Female,25,Yes,No,Yes,Yes,1,IGDQVC4244,United States,California,El Cajon,92020,"32.79697, -116.969082",32.79697,-116.969082,55277,1,Q3,Yes,10,23,,Yes,9.84,Yes,Yes,Fiber Optic,71,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.6,1868.4,0.0,0,226.32,2094.7200000000003,3
9675-ICXCT,No,Male,23,Yes,No,Yes,No,0,UIELUD5193,United States,California,El Cajon,92021,"32.832706, -116.873258",32.832706,-116.873258,61872,1,Q3,Yes,8,72,Offer A,Yes,35.07,No,Yes,Cable,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.8,5728.55,0.0,0,2525.04,8253.59,5
1024-VRZHF,Yes,Male,39,No,No,Yes,No,0,CPYSTN8771,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,Yes,1,11,Offer D,Yes,21.58,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,825.7,0.0,0,237.38,1063.08,1
4703-MQYKT,No,Male,43,No,No,No,No,0,AKCHJE7552,United States,California,Escondido,92025,"33.081478, -117.033814",33.081478,-117.033814,49281,1,Q3,No,0,21,,Yes,16.81,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.6,390.4,0.0,0,353.01,743.41,4
9497-QCMMS,Yes,Male,73,No,Yes,No,No,0,WUWZSW4337,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,No,0,1,Offer E,Yes,30.17,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,93.55,0.0,0,30.17,123.72,1
5692-ICXLW,No,Male,75,No,Yes,No,No,0,SFILMH7759,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,-116.967221,48690,1,Q3,No,0,31,,Yes,46.71,Yes,Yes,Fiber Optic,24,No,Yes,No,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,90.7,2845.15,0.0,100,1448.01,4393.16,5
0602-DDUML,No,Female,21,Yes,No,No,No,0,YWBZYV3741,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644,42239,1,Q3,No,0,57,,Yes,36.14,No,Yes,Cable,48,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Mailed Check,69.75,3894.4,0.0,0,2059.98,5954.38,3
2208-MPXIO,No,Female,42,No,No,Yes,Yes,2,TEJJGZ2686,United States,California,Escondido,92029,"33.079834, -117.134275",33.079834,-117.134275,17944,1,Q3,Yes,9,45,,Yes,21.73,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.0,886.4,0.0,0,977.85,1864.25,4
1960-UYCNN,No,Male,35,No,No,No,No,0,TZFBIS8962,United States,California,Julian,92036,"32.980678, -116.262854",32.980678,-116.262854,3577,1,Q3,No,0,10,,Yes,26.43,Yes,Yes,Fiber Optic,13,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,1021.55,0.0,0,264.3,1285.85,3
0348-SDKOL,Yes,Female,33,No,No,Yes,No,0,CTOVDP3567,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,Yes,1,58,,Yes,3.51,Yes,Yes,Fiber Optic,28,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,102.1,5885.4,0.0,100,203.57999999999998,6188.98,2
3190-FZATL,No,Male,49,No,No,No,Yes,5,HFZWUY3574,United States,California,Lakeside,92040,"32.909873, -116.906774",32.909873,-116.906774,42277,1,Q3,No,0,14,,Yes,40.66,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.95,268.4,0.0,0,569.24,837.64,5
7336-RLLRH,No,Male,42,No,No,Yes,No,0,DERQSB1419,United States,California,Oceanside,92054,"33.351059, -117.420557",33.351059,-117.420557,98239,1,Q3,Yes,3,27,Offer C,Yes,11.83,Yes,Yes,DSL,14,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.85,2204.35,0.0,0,319.41,2523.7599999999998,3
4373-MAVJG,Yes,Female,64,No,No,Yes,No,0,SEOQWA3851,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,Yes,1,14,Offer D,Yes,13.64,Yes,Yes,Fiber Optic,9,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.9,1259.0,0.0,0,190.96,1449.96,2
8901-HJXTF,Yes,Female,46,No,No,Yes,No,0,SBHNWZ8454,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,Yes,1,12,,No,0.0,No,Yes,DSL,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,29.2,309.1,0.0,0,0.0,309.1,1
7710-JSYOA,No,Female,59,No,No,Yes,Yes,1,SQBITH6575,United States,California,Pala,92059,"33.384345, -117.072619",33.384345,-117.072619,1831,1,Q3,No,0,69,Offer A,Yes,28.53,Yes,Yes,Fiber Optic,24,No,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.3,6398.05,0.0,0,1968.5700000000002,8366.62,5
5419-KLXBN,Yes,Female,36,No,No,Yes,No,0,SLUNND9777,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,Yes,1,25,,Yes,24.64,No,Yes,Fiber Optic,5,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,2257.75,0.0,0,616.0,2873.75,2
3424-NMNBO,Yes,Male,78,No,Yes,Yes,No,0,SDJQUN7594,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,Yes,1,58,,Yes,49.38,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,108.85,6287.25,0.0,0,2864.04,9151.29,1
9885-MFVSU,No,Female,59,No,No,Yes,No,0,AHLZMZ3732,United States,California,Poway,92064,"32.984395, -117.013454",32.984395,-117.013454,47969,1,Q3,Yes,7,35,Offer C,No,0.0,No,Yes,DSL,24,Yes,No,No,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,46.35,1662.05,0.0,140,0.0,1802.05,4
4514-GFCFI,Yes,Female,76,No,Yes,No,No,0,WPERAD4235,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,No,0,16,,Yes,17.51,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,1350.15,0.0,0,280.16,1630.3100000000002,2
0607-MVMGC,No,Male,33,No,No,Yes,No,0,QUAWDL3163,United States,California,Ranchita,92066,"33.215251, -116.53633",33.215251,-116.53633,339,1,Q3,Yes,3,45,,Yes,39.82,Yes,Yes,DSL,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,78.75,3600.65,0.0,0,1791.9,5392.55,3
3365-SAIGS,No,Female,60,No,No,No,No,0,GMRBHW5883,United States,California,Rancho Santa Fe,92067,"33.012751, -117.200617",33.012751,-117.200617,7615,1,Q3,No,0,17,,Yes,22.61,No,Yes,Fiber Optic,19,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.55,1329.15,0.0,0,384.37,1713.52,5
9828-AOQLM,Yes,Female,37,No,No,Yes,No,0,HNMGWD8715,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,Yes,3,1,,Yes,12.8,No,Yes,DSL,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.7,45.7,0.0,0,12.8,58.5,1
8022-BECSI,No,Male,62,No,No,No,No,0,KUCLAG8911,United States,California,Santa Ysabel,92070,"33.174725, -116.743329",33.174725,-116.743329,1143,1,Q3,No,0,22,,Yes,20.46,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.6,422.5,0.0,0,450.12,872.62,5
8000-REIQB,Yes,Female,73,No,Yes,No,No,0,RTKXOL4342,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,No,0,1,Offer E,Yes,22.5,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.95,69.95,0.0,10,22.5,102.45,2
9993-LHIEB,No,Male,21,Yes,No,Yes,No,0,SIQQRR3964,United States,California,Solana Beach,92075,"33.001813, -117.263628",33.001813,-117.263628,12173,1,Q3,Yes,5,67,Offer A,Yes,2.12,No,Yes,Cable,58,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,67.85,4627.65,0.0,0,142.04000000000002,4769.69,3
0266-CLZKZ,No,Female,45,No,No,Yes,Yes,3,ITQLFJ6795,United States,California,San Marcos,92078,"33.119028, -117.166036",33.119028,-117.166036,6760,1,Q3,Yes,8,67,Offer A,Yes,17.79,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.65,6717.9,0.0,0,1191.9299999999998,7909.83,5
7615-ESMYF,Yes,Female,23,Yes,No,Yes,No,0,LOSGEG2969,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,Yes,1,2,,No,0.0,No,Yes,Cable,51,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,44.6,97.1,0.0,0,0.0,97.1,3
3858-VOBET,Yes,Male,48,No,No,No,No,0,NUNBWO5643,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,No,0,23,,Yes,28.8,Yes,Yes,Cable,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,1710.45,0.0,0,662.4,2372.85,3
7020-OZKXZ,No,Female,65,No,Yes,No,No,0,QXVNRV7339,United States,California,Vista,92084,"33.22784, -117.200024",33.22784,-117.200024,44692,1,Q3,No,0,9,,Yes,24.96,No,Yes,Fiber Optic,9,No,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,75.5,637.4,0.0,0,224.64000000000001,862.04,3
3977-QCRSL,No,Female,30,No,No,No,No,0,RANBZX4693,United States,California,Warner Springs,92086,"33.323705, -116.626907",33.323705,-116.626907,1205,1,Q3,No,0,5,Offer E,Yes,3.37,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.15,117.95,0.0,0,16.85,134.8,4
0017-DINOC,No,Male,47,No,No,No,No,0,KODDBX6834,United States,California,Rancho Santa Fe,92091,"32.99356, -117.207121",32.99356,-117.207121,1072,1,Q3,No,0,54,,No,0.0,No,Yes,Cable,10,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,45.2,2460.55,0.0,0,0.0,2460.55,4
1447-PJGGA,Yes,Female,39,No,No,No,No,0,LYEOFP4452,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,No,0,57,,Yes,17.55,No,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.25,5464.65,0.0,0,1000.35,6465.0,1
8565-CLBZW,Yes,Male,23,Yes,No,No,No,0,HEFIOD2399,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,No,0,24,,Yes,27.97,Yes,Yes,Fiber Optic,58,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,89.85,2165.05,0.0,0,671.28,2836.33,3
9139-WQQDY,Yes,Female,35,No,No,Yes,No,0,EJPIND3969,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,Yes,1,49,,Yes,26.37,Yes,Yes,Fiber Optic,19,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,100.45,4941.8,0.0,0,1292.13,6233.93,3
0224-HJAPT,Yes,Male,25,Yes,No,No,No,0,TWILMI1984,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,No,0,5,,Yes,22.01,Yes,Yes,Cable,85,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.15,223.15,0.0,0,110.05000000000001,333.20000000000005,2
8086-OVPWV,Yes,Male,58,No,No,No,No,0,DQCKXZ9467,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,No,0,2,,Yes,26.47,No,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.2,181.1,0.0,10,52.94,244.04,1
9430-FRQOC,Yes,Female,33,No,No,No,No,0,DISSVC6849,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,No,0,4,,Yes,32.46,Yes,Yes,Fiber Optic,3,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,87.1,341.45,0.0,0,129.84,471.28999999999996,2
7639-OPLNG,No,Male,56,No,No,Yes,No,0,AATVWP7174,United States,California,San Diego,92107,"32.741852, -117.243453",32.741852,-117.243453,27959,1,Q3,Yes,8,70,Offer A,Yes,27.97,Yes,Yes,Cable,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,79.25,5731.85,0.0,0,1957.8999999999999,7689.75,3
3074-GQWYX,Yes,Male,30,No,No,No,No,0,DNFFWG4614,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,No,0,5,,Yes,46.88,Yes,Yes,Fiber Optic,59,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,357.75,0.0,0,234.4,592.15,2
1492-QGCLU,No,Male,51,No,No,Yes,Yes,2,VZBHCL2673,United States,California,San Diego,92109,"32.787836, -117.232376",32.787836,-117.232376,46086,1,Q3,Yes,5,53,,Yes,26.84,Yes,Yes,Cable,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.7,4616.1,0.0,0,1422.52,6038.620000000001,5
6845-RGTYS,Yes,Female,29,Yes,No,Yes,No,0,QXYMDV9537,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,Yes,1,47,,Yes,2.87,Yes,Yes,Fiber Optic,51,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.75,4533.7,0.0,0,134.89000000000001,4668.59,1
7328-OWMOM,No,Female,63,No,No,No,No,0,PFGXMJ8488,United States,California,San Diego,92111,"32.805518, -117.169052",32.805518,-117.169052,46828,1,Q3,No,0,31,Offer C,Yes,33.71,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,589.25,0.0,0,1045.01,1634.26,3
4418-LZMSV,No,Male,56,No,No,Yes,Yes,3,AWIHTN5116,United States,California,San Diego,92113,"32.697098, -117.116587",32.697098,-117.116587,47431,1,Q3,Yes,8,13,,Yes,28.15,No,Yes,Cable,56,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.8,750.1,0.0,0,365.95,1116.05,3
5155-AZQPB,No,Female,33,No,No,Yes,Yes,1,BAHMWK6553,United States,California,San Diego,92114,"32.707892, -117.05512",32.707892,-117.05512,66838,1,Q3,Yes,6,28,Offer C,Yes,41.41,Yes,Yes,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.9,1410.25,0.0,0,1159.48,2569.73,5
8861-HGGKB,Yes,Female,57,No,No,No,No,0,IMDLBE7493,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,No,0,10,,Yes,17.65,Yes,Yes,Fiber Optic,20,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,86.45,830.85,0.0,0,176.5,1007.35,2
1087-GRUYI,No,Male,62,No,No,Yes,No,0,YARNYO4657,United States,California,San Diego,92116,"32.765299, -117.122565",32.765299,-117.122565,33083,1,Q3,Yes,8,38,Offer C,Yes,6.97,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.4,743.5,0.0,0,264.86,1008.36,5
7065-YUNRY,Yes,Female,28,Yes,No,No,No,0,VHUWJE1295,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,51213,1,Q3,No,0,1,,Yes,39.94,No,Yes,Cable,59,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,45.3,45.3,0.0,0,39.94,85.24,1
7694-VLBWQ,Yes,Male,61,No,No,Yes,No,0,TYBXJE8225,United States,California,Coronado,92118,"32.68674, -117.186612",32.68674,-117.186612,24093,1,Q3,Yes,4,67,Offer A,Yes,8.18,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,104.1,7040.85,0.0,0,548.06,7588.91,2
2546-KZAAT,No,Male,28,Yes,No,Yes,No,0,OXCJJF9895,United States,California,San Diego,92119,"32.802959, -117.027095",32.802959,-117.027095,21866,1,Q3,Yes,9,52,,Yes,10.4,No,Yes,DSL,85,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.4,3865.45,0.0,0,540.8000000000001,4406.25,5
0181-RITDD,No,Male,42,No,No,Yes,Yes,3,NAAFTH9795,United States,California,San Diego,92120,"32.807867, -117.060993",32.807867,-117.060993,25569,1,Q3,Yes,2,62,,Yes,1.76,No,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,108.15,6825.65,0.0,0,109.12,6934.7699999999995,4
5989-PGKJB,No,Female,40,No,No,No,No,0,WWMOJG1787,United States,California,San Diego,92121,"32.898613, -117.202937",32.898613,-117.202937,4258,1,Q3,No,0,16,Offer D,Yes,22.3,No,Yes,Fiber Optic,28,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.25,1340.1,0.0,0,356.8,1696.8999999999999,5
